發生時間,發生地點,死亡受傷人數,車種,經度,緯度
109年06月25日 13時00分00秒,彰化縣永靖鄉瑚璉村東興路260弄前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.545817,23.931866
109年06月25日 23時06分00秒,彰化縣線西鄉台61線 169公里北側向外側,死亡2;受傷0,自用-大貨車;乘客-人,120.450783,24.146582
109年06月26日 07時13分00秒,彰化縣田尾鄉睦宜村斗中路6號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.554748,23.869761
109年06月26日 07時32分00秒,桃園市龍潭區中興路九龍段口 / 桃園市龍潭區中興路九龍段口,死亡2;受傷0,普通重型-機車;乘客-人,121.247349,24.879060
109年06月26日 10時16分06秒,苗栗縣獅潭鄉百壽產業道路,死亡1;受傷0,普通重型-機車,120.948948,24.578914
109年06月26日 10時43分00秒,雲林縣莿桐鄉麻園村雲54鄉道與產業道路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.530788,23.765427
109年06月26日 16時36分00秒,彰化縣秀水鄉陝西村湳底巷 / 彰化縣秀水鄉陝西村湳底巷,死亡1;受傷0,普通重型-機車;自用-大貨車,120.514845,24.009639
109年06月26日 19時24分00秒,高雄市大寮區萬大大橋東向11.1k號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;營業用-大貨車,120.437104,22.592582
109年06月27日 04時20分00秒,高雄市大寮區新厝路新厝429燈桿號前0.0公尺,死亡1;受傷0,自用-小客車,120.400507,22.561405
109年06月27日 11時38分00秒,屏東縣屏東市金城街200巷前0.0公尺口,死亡1;受傷0,普通重型-機車;普通重型-機車,120.501915,22.698132
109年06月27日 23時08分00秒,高雄市左營區高鐵路高鐵基地號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.310600,22.689370
109年06月27日 23時13分00秒,臺東縣臺東市東45 12公里附近,死亡2;受傷0,自用-小客車;乘客-人,121.155957,22.771417
109年06月28日 02時25分00秒,高雄市大樹區三和路132號前0.0公尺,死亡1;受傷0,普通重型-機車,120.416508,22.732279
109年06月28日 05時45分00秒,屏東縣內埔鄉黎明村黎東路878號前,死亡1;受傷0,自用-小客車;普通重型-機車,120.609186,22.690908
109年06月28日 09時12分00秒,屏東縣內埔鄉中林村聯通街與舊鐵道路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.603803,22.660802
109年06月28日 13時36分14秒,嘉義縣阿里山鄉樂野村台18線64.1公里西向車道,死亡1;受傷0,腳踏自行車-慢車,120.708830,23.470498
109年06月29日 07時22分00秒,臺東縣成功鎮台11線 106公里400.0公尺處北側向中內,死亡2;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.400538,23.157552
109年06月29日 17時15分22秒,花蓮縣玉里鎮台30線 14公里100.0公尺處附近向路肩,死亡1;受傷0,自用-小客車,121.313768,23.324932
109年06月29日 17時59分09秒,花蓮縣吉安鄉海岸路口 / 花蓮縣吉安鄉南海六街口,死亡1;受傷0,自用-小客車;普通重型-機車,121.589776,23.948977
109年06月29日 18時36分00秒,雲林縣虎尾鎮建國里光復路757號前,死亡1;受傷1,電動自行車-慢車;普通重型-機車,120.427610,23.714934
109年06月29日 21時07分00秒,苗栗縣西湖鄉國道3號 135公里100.0公尺處北側向內側,死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,120.750308,24.553714
109年06月30日 10時26分00秒,臺南市鹽水區橋南里忠孝路南側 / 臺南市鹽水區月津路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.264065,23.311117
109年06月30日 15時04分00秒,嘉義縣番路鄉番路村159甲線13公里500公尺處,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.562642,23.463489
109年07月01日 14時00分00秒,雲林縣斗六市嘉東里鎮南路與嘉東中路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.548136,23.686596
109年07月01日 16時18分00秒,高雄市左營區自由二路 / 高雄市左營區裕誠路,死亡1;受傷0,普通輕型-機車;民營客運-大客車;自用-小貨車(含客、貨兩用),120.308468,22.665042
109年07月02日 04時00分31秒,高雄市燕巢區國道10號 18公里300.0公尺處東側向輔助,死亡1;受傷0,自用-小客車;營業用-大貨車,120.382253,22.759619
109年07月02日 05時50分00秒,雲林縣林內鄉林北村增產路37之18號旁水溝,死亡1;受傷0,腳踏自行車-慢車,120.628292,23.775443
109年07月02日 06時21分23秒,桃園市蘆竹區文中路1段口 / 桃園市蘆竹區文中路1段口,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,121.259837,24.989835
109年07月02日 08時05分04秒,屏東縣枋山鄉台1線 450公里100.0公尺處北側向外側,死亡1;受傷0,普通重型-機車,120.652989,22.261031
109年07月02日 08時24分40秒,臺中市西屯區國道1號 178公里100.0公尺處南側向外側,死亡1;受傷0,自用-小客車;自用-半聯結車;自用-小客車;自用-小客車,120.633485,24.179454
109年07月02日 08時40分00秒,臺北市大同區重慶北路3段 / 臺北市大同區伊寧街,死亡1;受傷0,行人-人;民營公車-大客車,121.513602,25.064743
109年07月03日 04時23分00秒,臺中市北屯區新平里中清路二段935號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.662480,24.188185
109年07月03日 04時55分00秒,臺中市西屯區上石里青海路 / 臺中市西屯區上石里湳仔巷,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.643488,24.172476
109年07月03日 05時38分00秒,臺東縣臺東市東49-1線道與南王橋交叉路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.109931,22.780081
109年07月03日 10時02分00秒,彰化縣大村鄉擺塘村擺塘巷13-6號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.563400,23.979795
109年07月03日 16時11分00秒,彰化縣芳苑鄉路上村新上路 / 彰化縣芳苑鄉路上村上林路路上段,死亡1;受傷0,普通重型-機車;遊覽車-大客車,120.327903,23.900356
109年07月04日 02時52分00秒,臺北市信義區信義路4段 / 臺北市信義區基隆路1段,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.559299,25.033122
109年07月04日 05時59分00秒,雲林縣臺西鄉富琦村台17線南下車道與仁愛路口,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.214236,23.719064
109年07月04日 06時20分00秒,彰化縣鹿港鎮永安里鹿和路1段 / 彰化縣鹿港鎮永安里永安三路,死亡1;受傷0,普通重型-機車;自用-小客車,120.440387,24.059726
109年07月04日 10時50分50秒,臺東縣鹿野鄉中華路2段143號,死亡1;受傷0,自用-小客車,121.139393,22.744846
109年07月04日 15時47分22秒,新竹縣湖口鄉八德路1段316號前0.0公尺,死亡1;受傷0,電動自行車-慢車,121.003165,24.875007
109年07月05日 02時40分44秒,新北市汐止區國道1號 10公里600.0公尺處北側向內側,死亡1;受傷1,營業用-大貨車;計程車-小客車,121.668534,25.081816
109年07月05日 08時02分00秒,彰化縣大村鄉大橋村中山路3段 / 彰化縣大村鄉大橋村中山路3段,死亡1;受傷1,普通重型-機車;普通重型-機車,120.561795,23.992781
109年07月05日 08時34分00秒,新北市板橋區新北市板橋區文化路1段與府後街,死亡1;受傷1,自用-小客車;普通重型-機車;行人-人,121.465128,25.018586
109年07月05日 13時43分00秒,南投縣魚池鄉台21甲線 18公里300.0公尺處,死亡1;受傷0,腳踏自行車-慢車;計程車-小客車,120.908727,23.829793
109年07月05日 15時31分00秒,新北市板橋區新北市板橋區中山路1段與民權路,死亡1;受傷3,自用-小客車;普通重型-機車;自用-小客車;乘客-人;乘客-人,121.470640,25.014406
109年07月05日 22時41分00秒,桃園市觀音區廣大路648號前0.0公尺附近,死亡1;受傷0,自用-小客車,121.156610,25.034544
109年07月05日 23時21分00秒,高雄市燕巢區中安路角宿280路燈號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.351545,22.785971
109年07月06日 00時55分00秒,彰化縣伸港鄉定興村彰新路7段464弄273號前0.0公尺,死亡1;受傷0,普通重型-機車,120.498185,24.170019
109年07月06日 06時27分00秒,桃園市楊梅區高榮里高上路1段639號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.147802,24.945168
109年07月06日 06時39分00秒,彰化縣花壇鄉花壇村中山路1段 / 彰化縣花壇鄉花壇村番花路,死亡1;受傷0,自用-大貨車;普通重型-機車,120.545810,24.020675
109年07月06日 13時35分00秒,雲林縣莿桐鄉特10與雲52縣道路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.507432,23.761533
109年07月06日 18時46分00秒,高雄市林園區石化三路榮林線48號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.406303,22.487805
109年07月07日 07時21分00秒,臺南市新營區五興里省道臺19甲線北側 / 臺南市新營區區道南70線,死亡1;受傷3,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.273919,23.266184
109年07月07日 11時10分00秒,苗栗縣頭屋鄉頭屋村東昇教練場前,死亡1;受傷0,自用-小客車;行人-人,120.848426,24.574391
109年07月08日 13時23分00秒,桃園市大溪區介壽路口 / 桃園市大溪區仁美路口,死亡1;受傷0,普通重型-機車,121.292914,24.920246
109年07月09日 02時13分00秒,彰化縣永靖鄉獨鰲村溪埔巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.538617,23.918299
109年07月09日 03時20分00秒,基隆市安樂區基隆市安樂區基金三路路燈編號68417號前,死亡1;受傷0,普通重型-機車,121.694349,25.158197
109年07月09日 08時42分00秒,彰化縣埔鹽鄉西湖村大新路2弄81-3號前100.0公尺北側,死亡1;受傷0,普通重型-機車,120.440179,24.004739
109年07月09日 08時56分00秒,臺南市學甲區南1 7公里400.0公尺處口,死亡1;受傷0,普通重型-機車,120.161711,23.257306
109年07月09日 22時51分00秒,臺北市中正區金山南路1段 / 臺北市中正區濟南路2段,死亡1;受傷0,自用-小客車;腳踏自行車-慢車;計程車-小客車,121.529202,25.040835
109年07月10日 11時34分35秒,苗栗縣頭份市公北三路與公園七街,死亡1;受傷0,普通重型-機車;自用-小客車,120.891983,24.693296
109年07月11日 03時53分00秒,臺中市中區大墩里三民路 / 臺中市中區大墩里公園路,死亡1;受傷0,自用-小客車;行人-人,120.681829,24.144568
109年07月11日 05時50分00秒,新竹市香山區中華路五段、中華路五段331巷口,死亡1;受傷0,普通重型-機車;自用-小客車,120.921100,24.780856
109年07月11日 09時10分00秒,臺南市安南區安明路2段口 / 臺南市安南區安通路6段,死亡1;受傷0,自用-小客車;普通重型-機車;乘客-人,120.173455,23.023838
109年07月11日 11時48分00秒,臺中市西屯區逢福里福上巷 / 臺中市西屯區逢福里河南路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.649656,24.176041
109年07月11日 16時56分00秒,桃園市新屋區埔頂里中華南路2段口 / 桃園市新屋區埔頂路口,死亡1;受傷2,行人-人;普通重型-機車;乘客-人,121.115406,24.957885
109年07月12日 07時19分14秒,南投縣國姓鄉中正路４段,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.901195,23.983367
109年07月12日 07時30分00秒,臺中市龍井區田中里茄投路 / 臺中市龍井區田中里舊車路,死亡1;受傷0,自用-小客車;普通重型-機車,120.525640,24.190826
109年07月12日 07時30分08秒,嘉義縣太保市埤鄉里嘉64線5.6公里,死亡1;受傷0,普通重型-機車,120.381516,23.475225
109年07月12日 11時19分06秒,宜蘭縣壯圍鄉美福路二段與191線交叉路口處,死亡2;受傷1,自用-小貨車(含客、貨兩用);電動自行車-慢車;乘客-人,121.785584,24.724304
109年07月12日 18時15分22秒,宜蘭縣頭城鎮港口路口 / 宜蘭縣頭城鎮濱海路1段北側,死亡1;受傷0,腳踏自行車-慢車;營業用-曳引車,121.840621,24.878176
109年07月12日 20時20分00秒,新北市五股區新北市五股區民義路2段往觀音山北53燈桿344588,死亡1;受傷1,自用-小客車;乘客-人,121.409395,25.099218
109年07月12日 23時41分00秒,彰化縣鹿港鎮頂番里鹿和路4段 / 彰化縣鹿港鎮頂番里鹿和路4段,死亡1;受傷0,普通重型-機車,120.481274,24.085539
109年07月13日 01時02分06秒,臺南市歸仁區新厝里中正南路1段東側 / 臺南市歸仁區新厝里大成路南側,死亡1;受傷0,自用-小客車;普通重型-機車,120.293254,22.964237
109年07月13日 11時57分00秒,桃園市中壢區內定五街口 / 桃園市中壢區內定五街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.240944,25.001763
109年07月13日 14時02分00秒,彰化縣鹿港鎮東崎里彰鹿路5段 / 彰化縣鹿港鎮東崎里彰鹿路5段,死亡1;受傷0,民營客運-大客車;普通輕型-機車,120.479558,24.048981
109年07月13日 14時40分54秒,新竹縣湖口鄉光復北路口 / 新竹縣湖口鄉工業三路口,死亡1;受傷0,自用-小客車;普通重型-機車,121.018059,24.866034
109年07月13日 17時49分00秒,桃園市大園區國際路三段竹圍大橋上北向,死亡1;受傷0,普通重型-機車;營業用-半聯結車,121.248675,25.108723
109年07月14日 02時44分35秒,嘉義縣新港鄉三間村港尾5之6號,死亡1;受傷1,普通重型-機車;乘客-人,120.395206,23.521520
109年07月14日 05時05分00秒,新竹縣關西鎮國道3號 82公里400.0公尺處南側向內側,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,121.138432,24.803656
109年07月14日 07時20分37秒,新竹縣湖口鄉中山路3段438號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.053301,24.917437
109年07月14日 12時02分00秒,高雄市田寮區國道3號 371公里200.0公尺處北側向外側,死亡1;受傷1,營業用-大貨車;營業用-半聯結車;乘客-人,120.381735,22.851159
109年07月14日 12時28分31秒,宜蘭縣礁溪鄉龍潭路436號前0.0公尺附近,死亡1;受傷0,自用-小客車,121.748957,24.782507
109年07月15日 01時36分00秒,新北市三峽區新北市三峽區弘園街與民權街,死亡1;受傷3,普通重型-機車;自用-小客車;乘客-人;乘客-人,121.366709,24.927468
109年07月15日 02時10分00秒,高雄市橋頭區成功南路惠庄523路燈號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,120.319538,22.734883
109年07月15日 04時20分50秒,臺中市大雅區國道1號 173公里300.0公尺處北側向中線,死亡1;受傷0,自用-小客車;營業用-大貨車,120.667084,24.210616
109年07月15日 07時52分00秒,嘉義縣大林鎮西林里中山路251-1號對面,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.455062,23.606764
109年07月15日 09時13分27秒,桃園市中壢區中正路4段266號前0.0公尺,死亡1;受傷2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.176380,24.990701
109年07月15日 15時23分00秒,臺中市清水區海濱里港埠路4段195號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-曳引車;乘客-人,120.548794,24.282947
109年07月15日 19時30分00秒,新竹市東區西大路地下道機慢車道往市區,死亡1;受傷1,普通重型-機車;行人-人,120.965172,24.802564
109年07月16日 08時05分00秒,雲林縣斗南鎮林子里信義路(雲185鄉道)3.3公里,死亡1;受傷0,自用-小客車;普通重型-機車,120.484336,23.649572
109年07月16日 08時05分00秒,花蓮縣壽豐鄉豐裡村豐坪路2段口 / 花蓮縣壽豐鄉豐坪村中山路口,死亡1;受傷0,自用-小客車;普通輕型-機車,121.512307,23.838528
109年07月16日 11時06分00秒,臺中市外埔區大同里水美路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.646827,24.334149
109年07月16日 16時39分02秒,新竹市香山區中華路4段口 / 新竹市香山區東華路,死亡1;受傷0,自用-小客車;行人-人,120.945556,24.793806
109年07月16日 19時18分00秒,彰化縣和美鎮塗厝里北川路200弄前0.0公尺,死亡1;受傷0,電動自行車-慢車,120.506321,24.146059
109年07月17日 07時00分00秒,雲林縣虎尾鎮158縣道290281路燈旁,死亡1;受傷0,普通重型-機車;自用-小客車,120.422513,23.716682
109年07月17日 08時30分00秒,臺東縣臺東市中華四段760巷與產業道路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.100562,22.726948
109年07月17日 15時27分00秒,臺中市北區近三民路三段(編號00306號路燈前),死亡1;受傷1,普通重型-機車;普通重型-機車,120.682316,24.144124
109年07月17日 17時05分00秒,新北市板橋區新北市板橋區高爾富路,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),121.454002,24.998970
109年07月17日 17時20分00秒,彰化縣和美鎮面前里和光路 / 彰化縣和美鎮面前里和光路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.487728,24.109005
109年07月17日 20時08分00秒,臺中市龍井區中興023路燈前,死亡1;受傷0,普通重型-機車,120.573475,24.185663
109年07月18日 08時40分00秒,臺中市東區旱溪里旱溪西路口 / 臺中市東區旱溪里旱溪街口,死亡1;受傷4,自用-小客車;普通重型-機車;乘客-人;乘客-人;乘客-人;乘客-人,120.700100,24.140092
109年07月18日 11時05分00秒,臺北市大同區重慶北路1段 / 臺北市大同區市民大道1段,死亡1;受傷0,計程車-小客車;腳踏自行車-慢車,121.513422,25.049584
109年07月18日 14時13分00秒,新北市新莊區新北市新莊區思源路與幸福路,死亡1;受傷1,自用-小貨車(含客、貨兩用);行人-人;行人-人,121.460423,25.042322
109年07月18日 14時25分00秒,新北市新莊區新北市新莊區八德街168號,死亡1;受傷1,普通重型-機車;普通重型-機車,121.423353,25.019528
109年07月18日 21時20分55秒,宜蘭縣礁溪鄉玉民路一段玉田25號電桿前,死亡1;受傷0,行人-人;自用-小客車,121.796877,24.794985
109年07月19日 01時20分00秒,高雄市小港區高坪二十二路.號前0.0公尺,死亡1;受傷0,普通重型-機車,120.375840,22.551996
109年07月19日 11時00分03秒,南投縣信義鄉投95 1公里800.0公尺處北側向外側,死亡1;受傷0,自用-小客車;普通重型-機車,120.987632,23.667976
109年07月20日 01時18分00秒,桃園市桃園區延平路口 / 桃園市桃園區樹仁二街口,死亡1;受傷0,普通重型-機車;自用-小客車,121.314574,24.977488
109年07月20日 05時59分00秒,南投縣名間鄉南田路239-200號前0.0公尺,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.636395,23.865479
109年07月20日 06時13分04秒,臺南市歸仁區沙崙里南157縣道北往南,死亡1;受傷0,普通重型-機車;自用-小客車,120.311770,22.929989
109年07月20日 08時00分00秒,桃園市大園區國際路1段口 / 桃園市大園區圳頭路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.204201,25.075961
109年07月20日 09時49分24秒,臺南市新化區那拔里牧場1-30號,死亡1;受傷0,普通重型-機車,120.330307,23.060195
109年07月20日 14時15分00秒,高雄市甲仙區台20省道甲南22之1號前0.0公尺,死亡1;受傷0,營業用-曳引車,120.563829,23.063221
109年07月21日 06時29分00秒,高雄市茄萣區茄萣路1段 / 高雄市茄萣區濱海路2段,死亡1;受傷1,行人-人;大型重型1(550C.C.以上)-機車,120.181400,22.895640
109年07月21日 07時00分00秒,宜蘭縣冬山鄉梅花路口 / 宜蘭縣冬山鄉梅花路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.747466,24.668615
109年07月21日 09時50分20秒,屏東縣滿州鄉長樂村福興一路2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.810306,22.060354
109年07月21日 09時55分00秒,屏東縣崁頂鄉屏67 500.0公尺處附近,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.482493,22.519822
109年07月21日 15時18分00秒,雲林縣虎尾鎮芳草里15-23號前,死亡1;受傷0,普通重型-機車,120.385233,23.697159
109年07月21日 15時55分00秒,臺中市西屯區福安里福科路 / 臺中市西屯區福安里江西厝巷,死亡1;受傷0,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車,120.630676,24.180484
109年07月21日 16時33分00秒,臺中市西屯區科雅西路與中科路口,死亡1;受傷0,自用-小客車;普通重型-機車,120.616248,24.208947
109年07月21日 19時53分00秒,新北市新莊區新北市新莊區重新堤外道路10K+300處往樹林方向,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.453971,25.033547
109年07月22日 08時25分00秒,新北市汐止區國道3號 12公里200.0公尺處南側向外側,死亡1;受傷19,遊覽車-大客車;民營公車-大客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.641263,25.059834
109年07月22日 14時35分00秒,高雄市旗山區旗屏一路手巾56電桿號前0.0公尺前,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.497800,22.872940
109年07月22日 20時35分00秒,新竹縣竹北市西濱路二段508號協榮加油站,死亡1;受傷1,營業用-曳引車;營業用-曳引車;營業用-曳引車,120.954136,24.872906
109年07月23日 00時42分00秒,臺北市萬華區青年路 / 臺北市萬華區西藏路,死亡1;受傷1,行人-人;普通重型-機車,121.503718,25.025181
109年07月23日 03時04分00秒,新北市貢寮區新北市貢寮區臺2線道路95.8公里處,死亡1;受傷0,營業用-大貨車;營業用-曳引車,121.944716,25.015890
109年07月23日 08時44分29秒,花蓮縣吉安鄉吉興六街與吉昌三街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.562866,23.969220
109年07月23日 08時53分00秒,屏東縣屏東市自由路280號前0.0公尺附近,死亡1;受傷0,普通輕型-機車;自用-小客車,120.497114,22.676448
109年07月23日 11時37分00秒,宜蘭縣壯圍鄉吉祥村縣民大道2段121號,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.769096,24.741653
109年07月24日 06時40分00秒,臺中市東勢區茂興里東蘭街196-65號前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.796354,24.289165
109年07月24日 07時24分00秒,彰化縣溪州鄉圳寮村溪下路3段 / 彰化縣溪州鄉圳寮村陸軍路,死亡1;受傷0,自用-小客車;普通重型-機車,120.520227,23.837545
109年07月24日 11時45分00秒,屏東縣麟洛鄉中山路64號,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.530293,22.647192
109年07月24日 12時13分00秒,花蓮縣富里鄉花81 2公里200.0公尺處東側向內側,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.228311,23.148601
109年07月24日 16時35分00秒,屏東縣枋寮鄉隆山路段(電桿春日分14號前),死亡1;受傷0,普通重型-機車,120.616715,22.370438
109年07月24日 19時45分56秒,苗栗縣通霄鎮建順煉鋼股份有限公司(五北里68之4號旁),死亡1;受傷0,普通重型-機車,120.669945,24.472538
109年07月24日 23時34分00秒,宜蘭縣蘇澳鎮海山西路口 / 宜蘭縣蘇澳鎮新馬路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.827847,24.616301
109年07月25日 12時06分00秒,澎湖縣湖西鄉縣203線 8公里300.0公尺處南側向外側,死亡1;受傷0,自用-小客車,119.612842,23.603080
109年07月26日 02時51分00秒,彰化縣花壇鄉灣雅村三芬路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.590028,24.019822
109年07月26日 03時50分00秒,高雄市杉林區台29省道52.5K號前0.0公尺,死亡1;受傷0,普通重型-機車,120.546400,22.974540
109年07月26日 10時38分40秒,臺南市麻豆區巷口里民族路南側 / 臺南市麻豆區巷口里信義路東側,死亡1;受傷0,自用-小客車;電動自行車-慢車,120.249655,23.181888
109年07月26日 20時14分00秒,新北市樹林區新北市樹林區佳園路3段582號前,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.371934,24.946116
109年07月27日 02時09分00秒,彰化縣鹿港鎮海埔里彰濱五路2段前0.0公尺,死亡1;受傷0,電動自行車-慢車;自用-小客車,120.416773,24.076947
109年07月27日 05時51分00秒,嘉義縣新港鄉大潭村產業道路與164線24公里294公尺處,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小客車,120.370699,23.556001
109年07月27日 14時52分41秒,宜蘭縣壯圍鄉大福路2段217號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.795124,24.784596
109年07月27日 17時31分00秒,臺南市柳營區八翁里長榮路5段與中山西路3段口往東80公尺處,死亡1;受傷0,普通重型-機車,120.300396,23.275584
109年07月27日 23時02分00秒,臺中市北屯區23-08燈桿處,死亡1;受傷0,自用-小客車,120.720836,24.172028
109年07月28日 08時22分00秒,高雄市楠梓區加昌路288號前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.301520,22.627160
109年07月28日 09時05分00秒,彰化縣二林鎮後厝里斗苑路4段前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.393054,23.898312
109年07月28日 12時35分25秒,臺南市北區中華北路口 / 臺南市北區海安路三段口,死亡1;受傷0,普通重型-機車;腳踏自行車-慢車,120.199294,23.020330
109年07月28日 16時40分00秒,苗栗縣通霄鎮通西里中山路259號前,死亡1;受傷0,行人-人;自用-小客車;其他人-人,120.679567,24.491964
109年07月28日 21時16分00秒,屏東縣新埤鄉屏185線沿山公路與玉環路,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.590562,22.495268
109年07月29日 01時53分04秒,花蓮縣瑞穗鄉台9線 255公里470.0公尺處北側向路肩,死亡1;受傷0,普通重型-機車,121.368055,23.496886
109年07月29日 06時53分27秒,嘉義縣中埔鄉和美村大義路528號之6,死亡1;受傷0,自用-小客車;普通重型-機車,120.472727,23.458858
109年07月29日 11時12分00秒,臺中市后里區后里里三豐路三段 / 臺中市后里區后里里甲后路一段,死亡1;受傷0,自用-小客車;行人-人,120.722611,24.308871
109年07月29日 19時30分00秒,高雄市岡山區岡山路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.296619,22.788057
109年07月29日 22時18分00秒,苗栗縣苗栗市國華路770號前,死亡1;受傷0,自用-小客車;行人-人,120.814849,24.571898
109年07月29日 22時38分00秒,屏東縣內埔鄉隘寮村清涼路一段往龍泉方向(路燈001755附近),死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.615598,22.692053
109年07月30日 02時05分00秒,屏東縣內埔鄉豐田村中正路310號前0.0公尺,死亡1;受傷0,普通重型-機車,120.544117,22.631576
109年07月30日 05時18分00秒,高雄市三民區正義路 / 高雄市三民區水源路,死亡1;受傷0,自用-小客車;行人-人,120.342753,22.635212
109年07月30日 05時43分00秒,彰化縣大城鄉公館村東西路前0.0公尺,死亡2;受傷0,營業用-曳引車;自用-小貨車(含客、貨兩用);乘客-人,120.295576,23.853125
109年07月30日 16時28分27秒,宜蘭縣礁溪鄉191縣道路西側 / 宜蘭縣礁溪鄉淇武蘭路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.780769,24.812584
109年07月31日 03時59分00秒,臺中市西屯區港尾里環中路 / 臺中市西屯區港尾里凱旋路,死亡1;受傷1,自用-小客車;乘客-人,120.647796,24.196322
109年07月31日 05時26分00秒,彰化縣埔鹽鄉太平村成功路 / 彰化縣埔鹽鄉太平村番金路,死亡2;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.441570,23.975328
109年07月31日 12時05分00秒,嘉義縣中埔鄉和睦村中山路5段593之2號前0.0公尺,死亡1;受傷1,電動自行車-慢車;自用-大貨車;乘客-人,120.466576,23.451286
109年07月31日 14時31分00秒,臺北市中山區復興北路488號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;民營公車-大客車,121.544196,25.065166
109年08月01日 08時09分00秒,新北市樹林區新北市樹林區環漢路5段20號,死亡1;受傷0,自用-大貨車;普通重型-機車,121.411954,24.970359
109年08月01日 10時35分00秒,屏東縣長治鄉中興路643號前0.0公尺,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人,120.549343,22.695084
