發生時間,發生地點,死亡受傷人數,車種,經度,緯度
108年07月25日 06時03分00秒,臺北市士林區延平北路6段183號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,121.506237,25.089479
108年07月25日 14時03分00秒,新竹市香山區西濱公路外側車道北上81.5公里處旁,死亡1;受傷0,普通重型-機車,120.907196,24.759691
108年07月25日 19時58分00秒,桃園市平鎮區振興西路口 / 桃園市平鎮區環河路口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.211156,24.946992
108年07月25日 20時49分00秒,高雄市鳳山區瑞昌街 / 高雄市鳳山區中山東路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車,120.370749,22.624244
108年07月26日 01時38分20秒,臺南市仁德區中洲里中洲76-75號前,死亡1;受傷1,自用-小客車;乘客-人,120.242355,22.917387
108年07月26日 06時17分44秒,桃園市八德區大圳路(介壽路一段600號後門),死亡1;受傷1,普通重型-機車;行人-人,121.300896,24.967968
108年07月27日 01時45分07秒,臺南市後壁區長短樹里魚寮42號前附近,死亡1;受傷0,普通重型-機車,120.336557,23.369214
108年07月27日 05時55分08秒,苗栗縣造橋鄉豐湖村造豐路456號前,死亡1;受傷0,普通重型-機車;自用-曳引車,120.831662,24.606150
108年07月27日 07時23分00秒,臺北市松山區光復北路 / 臺北市松山區民生東路5段,死亡1;受傷5,計程車-小客車;計程車-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.555253,25.058236
108年07月27日 10時30分15秒,南投縣埔里鎮中華路自強路口,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.974059,23.968269
108年07月27日 14時03分00秒,彰化縣鹿港鎮東崎里彰鹿路5段75號前0.0公尺前,死亡1;受傷0,自用-小客車,120.477886,24.048745
108年07月27日 16時43分00秒,屏東縣新園鄉興中路2之160號往南約40公尺處,死亡1;受傷0,普通重型-機車,120.482814,22.527008
108年07月27日 22時10分00秒,新北市三重區成功路上橋匝道,死亡1;受傷0,大型重型2(250-550C.C.)-機車,121.484458,25.046939
108年07月27日 23時22分00秒,高雄市岡山區岡山北路120號前0.0公尺,死亡1;受傷0,電動輔助自行車-慢車,120.276424,22.812658
108年07月28日 05時09分00秒,南投縣名間鄉皮仔寮巷11之2號,死亡1;受傷0,普通重型-機車,120.632911,23.871972
108年07月28日 09時09分00秒,臺中市潭子區福仁里旱溪西路前0.0公尺,死亡1;受傷0,普通重型-機車,120.710981,24.193818
108年07月28日 11時39分00秒,彰化縣田中鎮三光里高鐵二路3段 / 彰化縣田中鎮三光里三民路,死亡1;受傷0,普通重型-機車;民營客運-大客車,120.569517,23.870440
108年07月28日 14時38分00秒,臺北市中山區民族東路518號前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車,121.542662,25.067715
108年07月29日 07時50分00秒,彰化縣埔鹽鄉西湖村大新路2弄84-7號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.439823,24.001328
108年07月29日 11時25分00秒,嘉義縣梅山鄉梅北村中山路670號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.546048,23.589308
108年07月29日 11時42分00秒,彰化縣竹塘鄉新廣村光明路前0.0公尺,死亡1;受傷0,普通重型-機車,120.427384,23.845996
108年07月30日 06時49分00秒,高雄市三民區自由一路以南快車道號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.308571,22.653297
108年07月30日 08時47分20秒,雲林縣斗南鎮信義路南側 / 雲林縣斗南鎮連芳路口西側,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.483509,23.644669
108年07月30日 09時25分00秒,臺中市太平區中興里新平路一段19巷11號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,120.717289,24.129230
108年07月30日 12時22分00秒,臺中市東區東勢里進化路221巷前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.694420,24.150206
108年07月30日 16時11分00秒,苗栗縣銅鑼鄉128線、台72線口,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.790791,24.494596
108年07月30日 16時26分00秒,彰化縣鹿港鎮頂番里彰頂路146號前0.0公尺前,死亡1;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.486139,24.083717
108年07月30日 18時55分00秒,雲林縣土庫鎮大荖里大荖62東15電桿旁路口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.378381,23.681119
108年07月31日 08時15分00秒,新北市板橋區縣民大道 / 新北市板橋區華興街,死亡1;受傷0,自用-大貨車;普通重型-機車,121.459183,25.008555
108年07月31日 11時00分00秒,臺東縣成功鎮台11線 114公里100.0公尺處南側向中外,死亡1;受傷0,普通重型-機車;租賃車-小客車,121.369674,23.100994
108年07月31日 12時05分21秒,宜蘭縣宜蘭市慈航三路口 / 宜蘭縣宜蘭市鎮平一路口,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人,121.740572,24.761877
108年07月31日 19時05分00秒,臺中市太平區勤益里中山路一段前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,120.731728,24.140351
108年08月01日 00時24分00秒,臺北市內湖區堤頂大道2段 / 臺北市內湖區基湖路,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.564230,25.078884
108年08月01日 05時40分00秒,彰化縣彰化市中山里中山路2段678號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.546232,24.082169
108年08月01日 08時18分58秒,桃園市平鎮區星友街口 / 桃園市平鎮區星友街口,死亡1;受傷1,普通重型-機車;普通重型-機車;自用-小客車,121.254384,24.915986
108年08月01日 19時56分00秒,屏東縣鹽埔鄉民意路(仕絨支18號電桿),死亡1;受傷0,普通重型-機車,120.541551,22.768283
108年08月02日 03時42分00秒,臺中市北屯區大坑里東山路二段100巷前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,120.747553,24.196723
108年08月02日 04時33分29秒,嘉義縣竹崎鄉昇平村嘉121線道0.5公里北向路肩附近,死亡1;受傷0,普通重型-機車,120.550828,23.481774
108年08月02日 08時07分00秒,臺中市北區健行里健行路前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.670504,24.159229
108年08月02日 09時33分00秒,臺南市東區崇學路口 / 臺南市東區崇學路口,死亡1;受傷0,腳踏自行車-慢車;營業用-大貨車,120.224654,22.981261
108年08月02日 09時47分00秒,臺中市新社區協成里興中街前0.0公尺,死亡1;受傷0,普通重型-機車;自用-大貨車,120.799765,24.204645
108年08月02日 11時45分00秒,南投縣埔里鎮杷城里東潤路口 / 南投縣埔里鎮杷城里九成街口,死亡1;受傷0,普通重型-機車,120.984999,23.943732
108年08月02日 12時11分00秒,桃園市桃園區西湖里三民路三段與博愛路口,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,121.305990,24.993208
108年08月02日 12時35分00秒,臺南市永康區和平東路46號,死亡1;受傷0,普通重型-機車;營業用-大貨車;營業用-大貨車,120.269157,23.056451
108年08月03日 00時13分38秒,新竹縣湖口鄉中華路附近 / 新竹縣湖口鄉仁德路,死亡1;受傷0,行人-人;自用-小客車,121.009059,24.871071
108年08月03日 07時19分00秒,臺北市士林區平菁街前0.0公尺,死亡1;受傷0,民營公車-大客車;腳踏自行車-慢車,121.572324,25.136209
108年08月03日 12時55分00秒,新北市五股區疏洪一路 / 新北市五股區疏洪六路,死亡1;受傷1,普通重型-機車;乘客-人,121.458371,25.075385
108年08月04日 01時50分35秒,桃園市八德區茄明里中華路192號,死亡1;受傷1,行人-人;普通重型-機車;普通重型-機車,121.278255,24.983798
108年08月04日 05時39分00秒,臺中市東區東門里旱溪西路一段68號前0.0公尺,死亡1;受傷0,普通重型-機車,120.699772,24.128723
108年08月04日 09時58分43秒,雲林縣莿桐鄉台一線233公里處往南10公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.495668,23.761168
108年08月04日 11時52分30秒,花蓮縣花蓮市中美路口 / 花蓮縣花蓮市永興路口,死亡1;受傷0,自用-小客車;普通重型-機車,121.626347,23.991815
108年08月04日 12時37分42秒,臺南市官田區國道3號 334公里500.0公尺處南側向路肩,死亡1;受傷0,自用-小客車,120.355262,23.194952
108年08月04日 21時52分00秒,臺中市清水區北寧里新興路412號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.578808,24.273360
108年08月05日 00時32分26秒,南投縣南投市彰南路一段290巷149弄86號,死亡1;受傷0,普通重型-機車,120.692700,23.890791
108年08月05日 19時55分41秒,桃園市大溪區介壽路163號前0.0公尺,死亡1;受傷1,行人-人;普通重型-機車,121.293871,24.921102
108年08月06日 05時15分00秒,高雄市岡山區國道1號 343公里700.0公尺處南側向外側,死亡1;受傷3,營業用-半聯結車;自用-大貨車;自用-小客車;乘客-人;乘客-人,120.316240,22.804312
108年08月06日 06時54分00秒,新北市永和區林森路 / 新北市永和區林森路,死亡1;受傷1,自用-小客車;普通重型-機車;行人-人,121.523970,25.004198
108年08月06日 14時30分00秒,臺中市烏日區螺潭里溪南路一段506巷500弄238號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.628588,24.081411
108年08月06日 19時00分00秒,高雄市左營區左楠路前0.0公尺,死亡1;受傷0,普通重型-機車,120.295200,22.690730
108年08月07日 05時25分00秒,臺北市中正區羅斯福路4段118號前0.0公尺,死亡1;受傷0,普通重型-機車,121.535597,25.013389
108年08月07日 11時52分00秒,屏東縣屏東市自由路西側 / 屏東縣屏東市忠孝路南側,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.489367,22.683649
108年08月07日 12時51分00秒,花蓮縣秀林鄉台9線 174公里145.0公尺處北側向外側,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.670242,24.208425
108年08月07日 17時38分00秒,彰化縣花壇鄉灣東村東外環路前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.577041,24.039498
108年08月07日 18時58分00秒,新北市萬里區台2線 / 新北市萬里區玉田路,死亡1;受傷0,計程車-小客車;普通重型-機車,121.691234,25.203859
108年08月07日 23時30分24秒,新北市土城區國道3號 44公里200.0公尺處南側向路肩,死亡1;受傷0,自用-小客車,121.441461,24.966165
108年08月08日 08時50分00秒,雲林縣斗南鎮延平路2段西側 / 雲林縣斗南鎮延平路2段,死亡1;受傷1,自用-小客車;行人-人;行人-人,120.481224,23.682439
108年08月08日 09時30分00秒,屏東縣屏東市三山里1鄰海豐街2-30號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.507402,22.697407
108年08月08日 17時09分08秒,南投縣埔里鎮南環路950號旁,死亡1;受傷0,自用-大貨車;自用-大貨車,120.949395,23.966210
108年08月08日 19時00分00秒,宜蘭縣頭城鎮頭濱路3段竹安橋往北約100公尺處,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,121.823185,24.845733
108年08月08日 23時30分00秒,新竹縣竹北市國道1號 90公里500.0公尺處南側向中線,死亡1;受傷4,營業用-大貨車;民營客運-大客車;民營客運-大客車;民營客運-大客車;乘客-人;乘客-人;乘客-人;乘客-人,121.019585,24.827696
108年08月09日 03時38分00秒,臺南市安南區府安路3段367號,死亡1;受傷0,自用-小客車,120.215815,23.026180
108年08月09日 09時10分00秒,臺中市大雅區四德里中山路199號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車;自用-小客車,120.646401,24.212133
108年08月09日 15時46分00秒,新竹縣竹北市中華路1150巷85弄,死亡1;受傷0,普通重型-機車;自用-小客車,121.003449,24.854865
108年08月09日 16時08分00秒,桃園市桃園區復興路13號前0.0公尺北側,死亡1;受傷0,自用-小客車,121.318125,24.990801
108年08月09日 20時27分00秒,臺東縣臺東市台11線 156公里300.0公尺處,死亡1;受傷1,普通重型-機車;行人-人,121.196388,22.798222
108年08月09日 22時09分21秒,苗栗縣頭份市斗煥里國校新村108號後方橋上,死亡1;受傷1,自用-小客車;行人-人;行人-人,120.944606,24.677924
108年08月10日 00時26分00秒,苗栗縣苗栗市經國路6段東側 / 苗栗縣苗栗市至公路,死亡1;受傷1,自用-小客車;乘客-人,120.796750,24.586657
108年08月10日 01時00分00秒,新北市板橋區中山路 / 新北市板橋區漢生東路,死亡1;受傷3,普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.459657,25.007308
108年08月10日 06時38分00秒,彰化縣彰化市光復里中正路1段 / 彰化縣彰化市光復里民生路,死亡1;受傷0,普通重型-機車;普通重型-機車,120.542435,24.082510
108年08月10日 12時30分42秒,宜蘭縣宜蘭市凱旋路北側 / 宜蘭縣宜蘭市環市南路東側,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.766525,24.719069
108年08月10日 15時10分00秒,臺中市龍井區山腳里中華路二段468號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.539810,24.208223
108年08月10日 20時50分33秒,花蓮縣萬榮鄉紅葉村紅葉47-5號前,死亡1;受傷0,普通重型-機車,121.341838,23.494309
108年08月11日 12時00分50秒,桃園市龜山區忠義路3段口 / 桃園市龜山區復興街口,死亡1;受傷0,腳踏自行車-慢車;民營客運-大客車,121.354290,25.057983
108年08月11日 14時25分19秒,花蓮縣玉里鎮縣193線 94公里200.0公尺處向路肩,死亡1;受傷4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人,121.395067,23.454306
108年08月11日 21時29分00秒,臺東縣臺東市中興路6段700號,死亡2;受傷0,自用-小客車;其他人-人;其他人-人,121.052839,22.763830
108年08月13日 06時55分00秒,高雄市六龜區荖濃里頂濃路76號前0.0公尺東側,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人;自用-小客車;自用-小客車;自用-小客車,120.680422,23.087032
108年08月13日 06時56分00秒,臺東縣達仁鄉台9線 443公里600.0公尺處,死亡1;受傷1,自用-小貨車(含客、貨兩用);營業用-半聯結車;乘客-人,120.882409,22.293582
108年08月13日 13時05分45秒,宜蘭縣蘇澳鎮朝陽路口 / 宜蘭縣蘇澳鎮娜娘路口,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),121.813865,24.460852
108年08月13日 14時09分00秒,高雄市鳳山區中山東路332號前0.0公尺,死亡1;受傷0,普通重型-機車,120.380000,22.628020
108年08月13日 18時54分43秒,花蓮縣吉安鄉中央路2段22-1號前0.0公尺,死亡1;受傷1,普通重型-機車;拖車(架)-其他車;乘客-人,121.569275,23.967957
108年08月13日 21時52分57秒,桃園市楊梅區秀才路口 / 桃園市楊梅區秀才路口,死亡1;受傷2,自用-小貨車(含客、貨兩用);大型重型1(550C.C.以上)-機車;乘客-人,121.137771,24.895394
108年08月14日 07時58分00秒,高雄市鼓山區臨海二路 / 高雄市鼓山區捷興二街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車,120.301520,22.627160
108年08月14日 10時35分00秒,彰化縣員林市湖水里湖水巷345號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.618706,23.952186
108年08月14日 13時00分52秒,苗栗縣三義鄉雙湖村雙草湖202號前,死亡1;受傷1,普通重型-機車;乘客-人,120.775870,24.427291
108年08月14日 15時14分00秒,臺中市西屯區潮洋里臺灣大道四段16巷前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.633340,24.173858
108年08月14日 16時10分05秒,臺南市仁德區後壁里民安路2段口 / 臺南市仁德區後壁里崑崙街,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.267473,22.945297
108年08月14日 17時50分00秒,彰化縣大城鄉永和村北五路 / 彰化縣大城鄉永和村南平路,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.309390,23.856511
108年08月14日 20時45分00秒,苗栗縣苗栗市中山路538號,死亡1;受傷0,遊覽車-大客車;普通重型-機車;自用-小客車,120.820048,24.558845
108年08月15日 17時55分00秒,臺東縣東河鄉台23線 38公里700.0公尺處西側向中內,死亡1;受傷1,普通重型-機車;普通重型-機車,121.288566,23.000972
108年08月15日 18時55分04秒,苗栗縣三灣鄉台3線 102公里500.0公尺處北側向外側,死亡1;受傷0,自用-小客車;行人-人,120.945122,24.618257
108年08月15日 19時02分00秒,屏東縣屏東市海豐街南側 / 屏東縣屏東市金城街西側,死亡1;受傷0,自用-小客車;普通輕型-機車,120.509949,22.700319
108年08月15日 19時55分00秒,桃園市平鎮區雙連里民族路雙連3段103號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;自用-小客車;自用-小客車,121.177688,24.959013
108年08月15日 22時14分00秒,新北市新莊區捷運新莊站2號出口,死亡1;受傷1,自用-小客車;行人-人,121.452619,25.036297
108年08月16日 05時40分00秒,新北市新店區中正路 / 新北市新店區中正路,死亡1;受傷0,行人-人;自用-小客車,121.538032,24.972777
108年08月16日 10時47分00秒,臺南市佳里區市道176線口 / 臺南市佳里區區道南51線口,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);遊覽車-大客車,120.193993,23.166300
108年08月17日 04時25分00秒,桃園市中壢區內壢里中華路1段120號前0.0公尺東側,死亡1;受傷0,行人-人;自用-小客車,121.261456,24.973835
108年08月17日 07時37分00秒,澎湖縣七美鄉南港村尖山腳26號前岔路口,死亡1;受傷0,普通重型-機車,119.435344,23.208776
108年08月18日 06時20分00秒,臺北市大同區重慶北路1段 / 臺北市大同區鄭州路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.513394,25.049509
108年08月18日 08時24分26秒,新竹市北區中華路二段與自由路口,死亡1;受傷0,計程車-小客車;行人-人,120.979980,24.814010
108年08月19日 05時49分00秒,新北市新莊區中正路 / 新北市新莊區新北大道7段,死亡1;受傷0,行人-人;自用-小客車,121.413090,25.023816
108年08月19日 08時31分00秒,臺中市烏日區溪埧里溪南路一段758號前0.0公尺,死亡1;受傷0,動力機械-其他車;腳踏自行車-慢車,120.642870,24.074509
108年08月19日 09時55分00秒,雲林縣口湖鄉台61線 247公里向內側,死亡1;受傷0,營業用-曳引車,120.156689,23.567436
108年08月19日 10時43分00秒,臺中市中區大誠里光復路前0.0公尺,死亡1;受傷0,普通輕型-機車;營業用-大貨車,120.679155,24.145563
108年08月19日 13時04分00秒,高雄市旗津區上竹巷71之24號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.301520,22.627160
108年08月19日 19時00分00秒,臺中市東區東光路前0.0公尺,死亡1;受傷1,自用-小客車;乘客-人,120.977530,24.146765
108年08月20日 01時47分00秒,桃園市桃園區春日路1308號前0.0公尺,死亡1;受傷0,租賃車-小客車;行人-人,121.306360,25.025483
108年08月20日 12時19分00秒,雲林縣北港鎮船埔產業道路旁農田電桿編號：北好21A南10分9K0817AD05旁,死亡1;受傷0,普通重型-機車,120.287119,23.579892
108年08月20日 13時26分00秒,高雄市小港區台機路前 / 高雄市小港區台機路,死亡1;受傷0,營業用-半聯結車;普通重型-機車,120.344743,22.559253
108年08月20日 19時19分00秒,高雄市橋頭區橋新六路 / 高雄市橋頭區橋新九路,死亡1;受傷0,普通重型-機車,120.306764,22.745764
108年08月20日 19時45分00秒,基隆市仁愛區南榮路44號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.742706,25.125111
108年08月20日 21時00分00秒,桃園市大溪區永昌路35-1號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,121.264800,24.902674
108年08月21日 05時00分00秒,臺中市和平區中興路三段環山1巷37之5號前0.0公尺,死亡1;受傷0,普通重型-機車,121.294370,24.314495
108年08月21日 07時52分00秒,嘉義縣朴子市永和里台82線橋下便道,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-曳引車,120.231034,23.453358
108年08月21日 09時50分12秒,彰化縣大村鄉國道1號 207公里400.0公尺處北側向路肩,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用),120.509783,23.993373
108年08月21日 10時53分00秒,桃園市大園區中正東路1段口 / 桃園市大園區大竹南路口,死亡1;受傷0,自用-小客車;普通重型-機車,121.225739,25.041166
108年08月21日 11時27分00秒,高雄市小港區松正路 / 高雄市小港區松青街,死亡1;受傷0,普通重型-機車;自用-小客車,120.376674,22.571260
108年08月21日 19時25分47秒,南投縣埔里鎮台21線 51公里200.0公尺處附近,死亡1;受傷0,自用-小客車;普通重型-機車,120.928336,23.941105
108年08月22日 06時50分00秒,高雄市苓雅區三多一路 / 高雄市苓雅區高速公路東側便道,死亡1;受傷0,自用-小客車;普通重型-機車,120.336325,22.624213
108年08月22日 08時16分34秒,嘉義縣梅山鄉永興村台3線道270.3公里路肩水溝,死亡1;受傷0,普通重型-機車,120.558797,23.565630
108年08月22日 08時51分08秒,宜蘭縣五結鄉五結中路1段83號前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.801272,24.675543
108年08月22日 15時55分00秒,屏東縣枋山鄉台1線 459公里500.0公尺處北側向中內,死亡1;受傷0,自用-小客車;自用-小客車,120.687075,22.206941
108年08月22日 17時30分00秒,新北市樹林區環漢路5段前0.0公尺,死亡1;受傷0,普通重型-機車,121.435191,24.995727
108年08月22日 20時16分54秒,嘉義縣六腳鄉正義村台19線81.93公里處北向,死亡1;受傷0,電動輔助自行車-慢車;自用-小貨車(含客、貨兩用),120.246442,23.480875
108年08月23日 14時08分18秒,南投縣竹山鎮中山里鯉南路南側 / 南投縣竹山鎮中山里大智路西側,死亡1;受傷0,自用-小客車;行人-人,120.679658,23.750565
108年08月23日 18時05分00秒,臺中市烏日區烏日里五光路前0.0公尺,死亡1;受傷0,普通重型-機車;行人-人,120.627990,24.103056
108年08月23日 23時08分00秒,臺東縣東河鄉東河村南東河路111號前0.0公尺南側,死亡1;受傷0,普通重型-機車,121.301820,22.967588
108年08月24日 03時45分42秒,臺南市七股區中38 5公里400.0公尺處南側,死亡1;受傷2,自用-小貨車(含客、貨兩用);拼裝車-其他車;乘客-人,120.094127,23.101883
108年08月24日 06時09分00秒,新北市金山區臺2線道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.636711,25.222481
108年08月24日 06時40分54秒,桃園市蘆竹區大竹路東側 / 桃園市蘆竹區上竹路東側,死亡3;受傷4,營業用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;自用-小客車;自用-小客車;行人-人;行人-人;行人-人;行人-人;行人-人;乘客-人,121.268567,25.018939
108年08月24日 17時15分25秒,花蓮縣豐濱鄉台11線 37公里500.0公尺處北側向路肩,死亡1;受傷0,普通重型-機車,121.524031,23.579593
108年08月25日 09時05分33秒,新竹縣竹東鎮國道3號 90公里400.0公尺處南側向內側,死亡1;受傷7,自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人,121.043531,24.763536
108年08月25日 11時50分00秒,桃園市新屋區九斗里九洲路電桿九平幹57前,死亡1;受傷0,普通重型-機車,121.129449,24.957109
108年08月25日 12時20分59秒,宜蘭縣員山鄉圳頭路14-7號前0.0公尺,死亡1;受傷0,普通重型-機車,121.718488,24.738281
108年08月25日 16時35分00秒,臺東縣成功鎮台11線 107公里300.0公尺處南側向路肩,死亡1;受傷1,自用-小客車;其他人-人,121.401682,23.172387
108年08月26日 04時40分00秒,彰化縣二林鎮豐田里太平路2段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.403928,23.914616
108年08月26日 07時18分21秒,苗栗縣頭份市忠孝里忠孝二路與長生街口,死亡1;受傷0,自用-小客車;行人-人,120.909125,24.692481
108年08月26日 07時28分00秒,雲林縣莿桐鄉埔尾村油車51-7號前,死亡1;受傷1,租賃車-小客車;普通重型-機車,120.543591,23.751448
108年08月26日 10時17分00秒,高雄市岡山區嘉新西路橋岡山190路燈號前0.0公尺南側,死亡1;受傷0,自用-大貨車;普通重型-機車,120.293608,22.802624
108年08月26日 11時39分00秒,新竹縣關西鎮金山里118縣道與竹30-1線路口,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),121.222571,24.771371
108年08月26日 12時46分00秒,彰化縣竹塘鄉土庫村中央路1段373號前0.0公尺,死亡1;受傷1,普通重型-機車;乘客-人,120.348228,23.907376
108年08月26日 13時55分00秒,臺中市龍井區福田里臨港東路二段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.518458,24.197422
108年08月26日 16時40分00秒,臺中市梧棲區南簡里大仁路一段前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.542837,24.260425
108年08月26日 17時00分41秒,臺南市北區武聖路246-1號,死亡1;受傷0,普通重型-機車;自用-小客車,120.187587,23.008381
108年08月26日 20時50分01秒,桃園市龍潭區中山里中正路81號前0.0公尺附近,死亡1;受傷0,行人-人;自用-小客車,121.215306,24.868198
108年08月27日 11時52分00秒,新竹縣竹北市嘉豐六路二段與六家七路口,死亡1;受傷0,普通重型-機車;自用-小客車,121.026889,24.806955
108年08月27日 17時44分00秒,彰化縣芳苑鄉新街村芳新路新街段156號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.308683,23.906706
108年08月27日 19時13分00秒,屏東縣車城鄉射寮村埔墘路與射寮路口(墾4-1道路1.6公里),死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.711327,22.050806
108年08月27日 20時45分00秒,臺南市安南區安中路4段446號,死亡1;受傷1,普通重型-機車;自用-小客車,120.160298,23.053925
108年08月28日 08時25分00秒,屏東縣長治鄉神農西路與南二高平面道路路口,死亡1;受傷1,自用-小客車;營業用-大貨車,120.533164,22.711027
108年08月28日 14時07分00秒,臺南市中西區臨安路1段50號,死亡1;受傷0,自用-大貨車;普通重型-機車,120.190233,22.998736
108年08月29日 03時45分55秒,彰化縣大村鄉國道1號 205公里700.0公尺處北側向外側,死亡1;受傷0,自用-小客車;營業用-大貨車;自用-小客車,120.509783,23.993373
108年08月29日 14時05分30秒,屏東縣車城鄉保力村保新路80號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.715635,22.063306
108年08月29日 19時59分00秒,臺東縣臺東市中興路4段121號前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,121.101106,22.773391
108年08月30日 04時52分48秒,臺南市新營區國道1號 288公里500.0公尺處南側向外側,死亡1;受傷0,自用-小客車;營業用-全聯結車,120.286214,23.300949
108年08月30日 09時00分30秒,雲林縣斗六市明德北路速邁樂加油站附近,死亡1;受傷1,普通重型-機車;自用-小客車,120.548231,23.718346
108年08月30日 17時46分34秒,花蓮縣壽豐鄉台11線 22公里500.0公尺處,死亡1;受傷0,自用-小客車;營業用-曳引車;自用-小客車,121.593405,23.848880
108年08月30日 21時45分00秒,屏東縣林邊鄉鎮安村中山路與南二高平面道路口,死亡1;受傷0,自用-小客車;大型重型1(550C.C.以上)-機車,120.509742,22.440377
108年08月31日 07時01分00秒,新北市永和區福和橋往永和道路前0.0公尺,死亡1;受傷0,普通重型-機車,121.513888,25.007958
108年08月31日 12時22分00秒,南投縣水里鄉台16線14.7公里處集集往水里,死亡2;受傷0,大型重型1(550C.C.以上)-機車;自用-小客車;乘客-人,120.844950,23.817712
108年08月31日 12時56分00秒,彰化縣溪州鄉水尾村太平路316弄前0.0公尺,死亡1;受傷3,自用-大貨車;自用-小貨車(含客、貨兩用);自用-小客車;乘客-人,120.466800,23.826310
108年08月31日 15時41分00秒,臺北市北投區大度路2段 / 臺北市北投區承德路7段,死亡1;受傷3,自用-小客車;普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.486143,25.121782
108年09月01日 05時08分00秒,新北市板橋區堤外機車專用道路 / 新北市板橋區堤外機車專用道路,死亡1;受傷1,普通重型-機車;行人-人,121.469820,25.036062
